DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_067_22_00_2019_068_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70055 79251184000  70065 43281184000
INIREV 48321
OBSINF SLR n = 16
OBSINF GPC n = 11723
OBSINF GPP n = 11723
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 8 11 12 mm, 20 19 21 mu/s
 7006531791184000  4192930266 -4347243358 -3322025241-36380463099 15182615228-65901771412      0      0  -3000    0 WD 
 7006531821184000  4081626830 -4299092517 -3517870758-37813755118 16916003891-64650016189      0      0  -3000    0 WD 
 7006531851184000  3966096906 -4245760030 -3709854714-39197878333 18636697593-63327639280      0      0  -3000    0 WD 
 7006531881184000  3846490162 -4187287114 -3897767463-40531402214 20342608908-61936134343      0      0  -3000    0 WD 
 7006531911184000  3722960458 -4123721233 -4081403957-41812963518 22031663704-60477069529      0      0  -3000    0 WD 
 7006531941184000  3595665640 -4055116047 -4260563959-43041267780 23701803730-58952084948      0      0  -2000    0 WD 
 7006531971184000  3464767335 -3981531366 -4435052255-44215090276 25350988819-57362890204      0      0  -2000    0 WD 
 7006532001184000  3330430737 -3903033090 -4604678864-45333276720 26977199174-55711262161      0      0  -2000    0 WD 
 7006532031184000  3192824396 -3819693144 -4769259234-46394744144 28578437537-53999043058      0      0  -2000    0 WD 
 7006532061184000  3052120004 -3731589410 -4928614435-47398482378 30152732022-52228138399      0      0  -2000    0 WD 
 7006532091184000  2908492170 -3638805641 -5082571343-48343554920 31698139116-50400513274      0      0  -2000    0 WD 
 7006532121184000  2762118206 -3541431377 -5230962813-49229098088 33212744997-48518188782      0      0  -2000    0 WD 
 7006532151184000  2613177905 -3439561856 -5373627851-50054320081 34694666223-46583241454      0      0  -2000    0 WD 
 7006532181184000  2461853327 -3333297916 -5510411770-50818502648 36142052771-44597803224      0      0  -2000    0 WD 
 7006532211184000  2308328574 -3222745889 -5641166360-51521003166 37553090949-42564057111      0      0  -2000    0 WD 
 7006532241184000  2152789561 -3108017497 -5765750034-52161253587 38926003476-40484233943      0      0  -2000    0 WD 
 7006532271184000  1995423799 -2989229734 -5884027965-52738760152 40259051695-38360612863      0      0  -1000    0 WD 
 7006532301184000  1836420164 -2866504748 -5995872236-53253105110 41550539833-36195518852      0      0  -1000    0 WD 
 7006532331184000  1675968674 -2739969708 -6101161970-53703947151 42798817099-33991318071      0      0  -1000    0 WD 
 7006532361184000  1514260252 -2609756663 -6199783441-54091020682 44002278730-31750414992      0      0  -1000    0 LD 
 7006532391184000  1351486511 -2476002409 -6291630197-54414135326 45159368115-29475250602      0      0  -1000    0 LD 
 7006532421184000  1187839517 -2338848334 -6376603157-54673175775 46268579450-27168299121      0      0  -1000    0 LD 
 7006532451184000  1023511574 -2198440266 -6454610708-54868100825 47328458693-24832064200      0      0  -1000    0 LD 
 7006532481184000   858694998 -2054928318 -6525568789-54998942635 48337603745-22469077283      0      0  -1000    0 LD 
 7006532511184000   693581898 -1908466728 -6589400976-55065807328 49294666196-20081895920      0      0  -1000    0 LD 
 7006532541184000   528363954 -1759213698 -6646038550-55068874733 50198353563-17673100540      0      0      0    0 LD 
 7006532571184000   363232197 -1607331219 -6695420565-55008396989 51047431209-15245291666      0      0      0    0 LD 
 7006532601184000   198376796 -1452984897 -6737493904-54884697213 51840724056-12801086892      0      0      0    0 LD 
 7006532631184000    33986845 -1296343776 -6772213322-54698168034 52577116849-10343118331      0      0      0    0 LD 
 7006532661184000  -129749842 -1137580153 -6799541495-54449271183 53255554468 -7874031682      0      0      0    0 LD 
 7006532691184000  -292646943  -976869400 -6819449052-54138537924 53875043628 -5396484447      0      0      0    0 LD 
 7006532721184000  -454519832  -814389772 -6831914607-53766568828 54434654928 -2913142806      0      0      0    0 WD 
 7006532751184000  -615185787  -650322214 -6836924785-53334032810 54933524539  -426678144      0      0      0    0 WD 
 7006532781184000  -774464195  -484850166 -6834474226-52841665693 55370855175  2060236236      0      0      0    0 WA 
 7006532811184000  -932176749  -318159355 -6824565591-52290268633 55745916446  4544927605      0      0      0    0 WA 
 7006532841184000 -1088147640  -150437602 -6807209554-51680706836 56058045491  7024725633      0      0      0    0 WA 
 7006532871184000 -1242203751    18125389 -6782424797-51013908532 56306648221  9496964360      0      0      0    0 WA 
 7006532901184000 -1394174843   187338235 -6750237987-50290863862 56491200590 11958984672      0      0      0    0 WA 
 7006532931184000 -1543893737   357008087 -6710683757-49512623622 56611249686 14408136837      0      0      0    0 WA 
 7006532961184000 -1691196497   526940847 -6663804672-48680297900 56666414863 16841783440      0      0      0    0 WA 
 7006532991184000 -1835922604   696941382 -6609651185-47795054054 56656388413 19257302372      0      0      0    0 LA 
 7006533021184000 -1977915125   866813749 -6548281591-46858115217 56580935904 21652089148      0      0      0    0 LA 
 7006533051184000 -2117020877  1036361408 -6479761967-45870759557 56439896015 24023559448      0      0   1000    0 LA 
 7006533081184000 -2253090596  1205387447 -6404166113-44834318997 56233180396 26369151164      0      0   1000    0 WA 
 7006533111184000 -2385979089  1373694798 -6321575478-43750177966 55960774818 28686325951      0      0   1000    0 WA 
 7006533141184000 -2515545397  1541086465 -6232079087-42619772193 55622740924 30972571977      0      0   1000    0 WA 
 7006533171184000 -2641652941  1707365751 -6135773458-41444586444 55219217051 33225407427      0      0   1000    0 WA 
 7006533201184000 -2764169665  1872336489 -6032762504-40226152055 54750417878 35442382873      0      0   1000    0 WA 
 7006533231184000 -2882968180  2035803271 -5923157437-38966045791 54216634349 37621083003      0      0   1000    0 WA 
 7006533261184000 -2997925888  2197571676 -5807076661-37665888859 53618233934 39759129212      0      0   1000    0 WA 
 7006533291184000 -3108925125  2357448500 -5684645656-36327345485 52955661024 41854182786      0      0   1000    0 WA 
 7006533321184000 -3215853279  2515241988 -5555996854-34952120951 52229437031 43903947787      0      0   2000    0 WA 
 7006533351184000 -3318602912  2670762066 -5421269510-33541959364 51440160120 45906173762      0      0   2000    0 WA 
 7006533381184000 -3417071877  2823820568 -5280609555-32098641586 50588504881 47858658539      0      0   2000    0 WA 
 7006533411184000 -3511163420  2974231465 -5134169453-30623983042 49675221853 49759250638      0      0   2000    0 WA 
 7006533441184000 -3600786282  3121811095 -4982108044-29119831592 48701137230 51605851680      0      0   2000    0 WA 
 7006533471184000 -3685854794  3266378386 -4824590379-27588065212 47667152423 53396418888      0      0   2000    0 WA 
 7006533501184000 -3766288963  3407755083 -4661787551-26030589620 46574243442 55128967464      0      0   2000    0 WA 
 7006533531184000 -3842014553  3545765970 -4493876519-24449335968 45423460165 56801573034      0      0   2000    0 WA 
 7006533561184000 -3912963154  3680239090 -4321039920-22846258347 44215925356 58412374130      0      0   2000    0 WA 
 7006533591184000 -3979072252  3811005963 -4143465877-21223330790 42952833518 59959574219      0      0   2000    0 WA 
 7006533621184000 -4040285280  3937901797 -3961347808-19582544549 41635450016 61441442563      0      0   2000    0 WA 
 7006533651184000 -4096551668  4060765705 -3774884220-17925907174 40265111078 62856315176      0      0   3000    0 LA 
 7006533681184000 -4147826894  4179440913 -3584278509-16255441708 38843223297 64202598590      0      0   3000    0 LA 
 7006533711184000 -4194072525  4293774968 -3389738739-14573183773 37371261178 65478773803      0      0   3000    0 LA 
 7006533741184000 -4235256249  4403619943 -3191477420-12881178424 35850764981 66683398048      0      0   3000    0 LA 
 7006533771184000 -4271351900  4508832626 -2989711270-11181476958 34283339077 67815106402      0      0   3000    0 LA 
 7006533801184000 -4302339469  4609274712 -2784660986 -9476133667 32670649792 68872612759      0      0   3000    0 LA 
 7006533831184000 -4328205115  4704812987 -2576551005 -7767203829 31014424489 69854710017      0      0   3000    0 LA 
 7006533861184000 -4348941161  4795319510 -2365609264 -6056742651 29316451571 70760272098      0      0   3000    0 LA 
 7006533891184000 -4364546093  4880671794 -2152066952 -4346803192 27578578339 71588257587      0      0   3000    0 LA 
 7006533921184000 -4375024549  4960752981 -1936158253 -2639432886 25802707629 72337711714      0      0   3000    0 LA 
 7006533951184000 -4380387298  5035451997 -1718120083  -936670279 23990795466 73007766806      0      0   3000    0 LA 
 7006533981184000 -4380651206  5104663718 -1498191834   759457381 22144849753 73597642414      0      0   3000    0 WA 
 7006534011184000 -4375839204  5168289120 -1276615103  2446935557 20266930165 74106647062      0      0   3000    0 WA 
 7006534041184000 -4365980242  5226235434 -1053633423  4123765788 18359146326 74534183825      0      0   3000    0 WA 
 7006534071184000 -4351109233  5278416284  -829491971  5787972889 16423649316 74879753138      0      0   3000    0 WA 
 7006534101184000 -4331266978  5324751799  -604437284  7437606847 14462623574 75142945748      0      0   3000    0 WA 
 7006534131184000 -4306500095  5365168716  -378716999  9070738551 12478289897 75323438263      0      0   3000    0 WA 
 7006534161184000 -4276860956  5399600491  -152579589 10685461934 10472909802 75420998813      0      0   3000    0 WA 
 7006534191184000 -4242407609  5427987427    73725922 12279900464  8448783237 75435491345      0      0   3000    0 WA 
 7006534221184000 -4203203683  5450276776   299950249 13852210544  6408243360 75366876830      0      0   3000    0 WA 
 7006534251184000 -4159318285  5466422832   525844131 15400583062  4353649142 75215213497      0      0   3000    0 WA 
 7006534281184000 -4110825896  5476386996   751158631 16923245603  2287380075 74980654994      0      0   3000    0 WA 
 7006534311184000 -4057806257  5480137836   975645409 18418464087   211835157 74663447362      0      0   3000    0 WA 
 7006534341184000 -4000344252  5477651149  1199057002 19884542980 -1870566494 74263929932      0      0   3000    0 WA 
 7006534371184000 -3938529793  5468910016  1421147112 21319828870 -3957388747 73782538532      0      0   3000    0 WA 
 7006534401184000 -3872457680  5453904843  1641670888 22722715382 -6046184564 73219804197      0      0   3000    0 WA 
 7006534431184000 -3802227460  5432633389  1860385214 24091645104 -8134499617 72576349790      0      0   3000    0 WA 
 7006534461184000 -3727943276  5405100786  2077048976 25425110266-10219874009 71852888313      0      0   3000    0 WA 
 7006534491184000 -3649713722  5371319549  2291423337 26721653598-12299844712 71050223297      0      0   3000    0 WA 
 7006534521184000 -3567651682  5331309584  2503272004 27979870688-14371949588 70169248704      0      0   3000    0 WA 
 7006534551184000 -3481874175  5285098175  2712361499 29198412575-16433731713 69210946770      0      0   3000    0 WA 
 7006534581184000 -3392502177  5232719965  2918461421 30375985898-18482742439 68176384093      0      0   3000    0 WA 
 7006534611184000 -3299660468  5174216932  3121344690 31511352083-20516540954 67066711091      0      0   3000    0 WA 
 7006534641184000 -3203477455  5109638363  3320787811 32603330284-22532696688 65883164705      0      0   3000    0 WA 
 7006534671184000 -3104084996  5039040810  3516571124 33650800851-24528795778 64627066345      0      0   3000    0 LA 
 7006534701184000 -3001618217  4962488039  3708479056 34652705808-26502444602 63299817731      0      0   3000    0 WA 
 7006534731184000 -2896215325  4880050965  3896300358 35608049169-28451271733 61902898871      0      0   3000    0 WA 
 7006534761184000 -2788017419  4791807578  4079828334 36515897615-30372930460 60437866622      0      0   3000    0 LA 
 7006534791184000 -2677168306  4697842870  4258861074 37375381391-32265101778 58906353213      0      0   2000    0 WA 
 7006534821184000 -2563814303  4598248744  4433201675 38185695317-34125497608 57310063888      0      0   2000    0 LA 
 7006534851184000 -2448104047  4493123916  4602658455 38946098877-35951863255 55650774672      0      0   2000    0 LA 
 7006534881184000 -2330188298  4382573815  4767045166 39655916694-37741980012 53930331303      0      0   2000    0 LA 
 7006534911184000 -2210219743  4266710466  4926181200 40314540051-39493668351 52150647050      0      0   2000    0 LA 
 7006534941184000 -2088352795  4145652372  5079891783 40921427908-41204790665 50313699333      0      0   2000    0 LA 
 7006534971184000 -1964743387  4019524382  5228008169 41476106984-42873253849 48421526509      0      0   2000    0 LA 
 7006535001184000 -1839548771  3888457556  5370367812 41978171102-44497011614 46476225196      0      0   2000    0 LA 
 7006535031184000 -1712927317  3752589017  5506814542 42427280735-46074066562 44479948294      0      0   2000    0 LA 
 7006535061184000 -1585038316  3612061808  5637198731 42823163094-47602472216 42434902930      0      0   2000    0 LA 
 7006535091184000 -1456041774  3467024729  5761377449 43165612437-49080335114 40343348478      0      0   2000    0 LA 
 7006535121184000 -1326098214  3317632179  5879214621 43454490617-50505818072 38207594426      0      0   2000    0 LA 
 7006535151184000 -1195368474  3164043979  5990581170 43689726886-51877143869 36029996010      0      0   1000    0 LA 
 7006535181184000 -1064013502  3006425191  6095355148 43871315996-53192596153 33812949566      0      0   1000    0 LA 
 7006535211184000  -932194168  2844945934  6193421854 43999317002-54450518826 31558890800      0      0   1000    0 LA 
 7006535241184000  -800071067  2679781205  6284673953 44073853524-55649316859 29270294284      0      0   1000    0 LA 
 7006535271184000  -667804325  2511110691  6369011593 44095113955-56787459169 26949672247      0      0   1000    0 LA 
 7006535301184000  -535553409  2339118572  6446342507 44063351152-57863481998 24599571721      0      0   1000    0 LA 
 7006535331184000  -403476927  2163993315  6516582122 43978881981-58875991365 22222571323      0      0   1000    0 LA 
 7006535361184000  -271732445  1985927461  6579653641 43842086883-59823665574 19821277322      0      0   1000    0 LA 
 7006535391184000  -140476291  1805117408  6635488121 43653408395-60705255809 17398319091      0      0      0    0 LA 
 7006535421184000    -9863377  1621763189  6684024541 43413349826-61519585899 14956347140      0      0      0    0 WA 
 7006535451184000   119952989  1436068257  6725209860 43122474850-62265554145 12498031202      0      0      0    0 WA 
 7006535481184000   248821277  1248239254  6758999070 42781406331-62942134709 10026056899      0      0      0    0 WA 
 7006535511184000   376591913  1058485788  6785355241 42390824836-63548378271  7543123429      0      0      0    0 WA 
 7006535541184000   503117449   867020196  6804249561 41951467710-64083413150  5051941540      0      0      0    0 WA 
 7006535571184000   628252734   674057313  6815661362 41464128098-64546446744  2555231268      0      0      0    0 WA 
 7006535601184000   751855081   479814231  6819578147 40929653676-64936767222    55719179      0      0      0    0 WA 
 7006535631184000   873784421   284510056  6815995605 40348945394-65253744584 -2443864942      0      0      0    0 WD 
 7006535661184000   993903470    88365657  6804917616 39722956002-65496831193 -4940790790      0      0      0    0 WD 
 7006535691184000  1112077877  -108396574  6786356248 39052688792-65665563187 -7432329359      0      0      0    0 WD 
 7006535721184000  1228176377  -305552987  6760331751 38339197111-65759562861 -9915756580      0      0      0    0 WD 
 7006535751184000  1342070936  -502878925  6726872533 37583582884-65778538683-12388359540      0      0      0    0 LD 
 7006535781184000  1453636898  -700148983  6686015117 36786993449-65722282016-14847439489      0      0      0    0 LD 
 7006535811184000  1562753111  -897137255  6637804107 35950619887-65590666805-17290309308      0      0      0    0 LD 
 7006535841184000  1669302066 -1093617584  6582292147 35075697074-65383654158-19714294761      0      0      0    0 LD 
 7006535871184000  1773170020 -1289363829  6519539879 34163502011-65101293660-22116740550      0      0      0    0 LD 
 7006535901184000  1874247122 -1484150132  6449615877 33215351737-64743722281-24495013641      0      0  -1000    0 LD 
 7006535931184000  1972427529 -1677751174  6372596578 32232601509-64311164799-26846506033      0      0  -1000    0 LD 
 7006535961184000  2067609521 -1869942444  6288566202 31216642961-63803933360-29168638146      0      0  -1000    0 LD 
 7006535991184000  2159695604 -2060500496  6197616660 30168902899-63222426184-31458860915      0      0  -1000    0 LD 
 7006536021184000  2248592617 -2249203207  6099847464 29090841917-62567127670-33714657065      0      0  -1000    0 LD 
 7006536051184000  2334211827 -2435830040  5995365628 27983952522-61838610533-35933544217      0      0  -1000    0 WD 
 7006536081184000  2416469024 -2620162309  5884285552 26849755966-61037535475-38113080116      0      0  -1000    0 WD 
 7006536111184000  2495284602 -2801983438  5766728900 25689799483-60164648512-40250865025      0      0  -1000    0 WD 
 7006536141184000  2570583632 -2981079216  5642824470 24505655123-59220780526-42344542484      0      0  -1000    0 WD 
 7006536171184000  2642295939 -3157238054  5512708064 23298918369-58206847656-44391802096      0      0  -2000    0 WD 
 7006536201184000  2710356166 -3330251235  5376522339 22071206150-57123850136-46390382718      0      0  -2000    0 WD 
 7006536231184000  2774703836 -3499913170  5234416659 20824154829-55972870779-48338074270      0      0  -2000    0 WD 
 7006536261184000  2835283410 -3666021641  5086546941 19559418395-54755075155-50232719134      0      0  -2000    0 WD 
 7006536291184000  2892044331 -3828378050  4933075494 18278666606-53471711878-52072215596      0      0  -2000    0 WD 
 7006536321184000  2944941077 -3986787672  4774170841 16983582886-52124111508-53854521414      0      0  -2000    0 WD 
 7006536351184000  2993933191 -4141059891  4610007538 15675862003-50713685281-55577657537      0      0  -2000    0 WD 
 7006536381184000  3038985315 -4291008444  4440765980 14357206971-49241921858-57239711651      0      0  -2000    0 WD 
 7006536411184000  3080067207 -4436451645  4266632197 13029326244-47710384082-58838838288      0      0  -2000    0 WD 
 7006536441184000  3117153759 -4577212609  4087797658 11693932263-46120708779-60373258777      0      0  -2000    0 WD 
 7006536471184000  3150225002 -4713119469  3904459063 10352740232-44474606774-61841263963      0      0  -2000    0 WD 
 7006536501184000  3179266118 -4844005603  3716818129  9007466024-42773861285-63241217672      0      0  -3000    0 WD 
 7006536531184000  3204267430 -4969709844  3525081371  7659823663-41020325525-64571559220      0      0  -3000    0 WD 
 7006536561184000  3225224402 -5090076685  3329459871  6311522917-39215920597-65830805442      0      0  -3000    0 WD 
 7006536591184000  3242137613 -5204956483  3130169040  4964266674-37362633332-67017553038      0      0  -3000    0 WD 
 7006536621184000  3255012740 -5314205650  2927428376  3619748066-35462513243-68130480454      0      0  -3000    0 WD 
 7006536651184000  3263860520 -5417686837  2721461219  2279648145-33517669536-69168348451      0      0  -3000    0 WD 
 7006536681184000  3268696715 -5515269109  2512494504   945634412-31530269463-70130000459      0      0  -3000    0 WD 
 7006536711184000  3269542066 -5606828121  2300758507  -380640613-29502537912-71014364662      0      0  -3000    0 WD 
 7006536741184000  3266422245 -5692246283  2086486589 -1697542979-27436754591-71820458636      0      0  -3000    0 WD 
 7006536771184000  3259367794 -5771412922  1869914921 -3003460663-25335246338-72547389825      0      0  -3000    0 WD 
 7006536801184000  3248414058 -5844224406  1651282222 -4296802058-23200384381-73194352059      0      0  -3000    0 WD 
 7006536831184000  3233601129 -5910584291  1430829498 -5575996472-21034586875-73760628337      0      0  -3000    0 WD 
 7006536861184000  3214973771 -5970403452  1208799765 -6839499682-18840314800-74245595449      0      0  -3000    0 LD 
 7006536891184000  3192581337 -6023600201   985437769 -8085797714-16620065173-74648721900      0      0  -3000    0 LD 
 7006536921184000  3166477675 -6070100397   760989720 -9313406500-14376370819-74969564790      0      0  -3000    0 LD 
 7006536951184000  3136721043 -6109837550   535703018-10520871500-12111801863-75207773620      0      0  -3000    0 LD 
 7006536981184000  3103374013 -6142752935   309825968-11706771112 -9828960948-75363095684      0      0  -3000    0 LD 
 7006537011184000  3066503368 -6168795671    83607488-12869720665 -7530475909-75435375880      0      0  -3000    0 LD 
 7006537041184000  3026179986 -6187922794  -142703183-14008374151 -5218995357-75424554583      0      0  -3000    0 LD 
 7006537071184000  2982478727 -6200099314  -368856770-15121425225 -2897185452-75330667240      0      0  -3000    0 LD 
 7006537101184000  2935478304 -6205298257  -594604247-16207608851  -567725989-75153843562      0      0  -3000    0 LD 
 7006537131184000  2885261165 -6203500710  -819697114-17265702532  1766692158-74894305536      0      0  -3000    0 LD 
 7006537161184000  2831913359 -6194695846 -1043887676-18294527432  4103368457-74552367056      0      0  -3000    0 LD 
 7006537191184000  2775524404 -6178880949 -1266929319-19292949973  6439595302-74128434238      0      0  -3000    0 LD 
 7006537221184000  2716187150 -6156061436 -1488576783-20259882939  8772660714-73623005823      0      0  -3000    0 LD 
 7006537251184000  2653997637 -6126250858 -1708586448-21194287438 11099853392-73036674621      0      0  -3000    0 LD 
 7006537281184000  2589054946 -6089470891 -1926716609-22095173555 13418470558-72370124395      0      0  -3000    0 LD 
 7006537311184000  2521461059 -6045751305 -2142727743-22961597925 15725817565-71624125930      0      0  -3000    0 LD 
 7006537341184000  2451320715 -5995129945 -2356382776-23792667313 18019205538-70799541805      0      0  -3000    0 LD 
 7006537371184000  2378741248 -5937652706 -2567447360-24587545540 20295960165-69897326955      0      0  -3000    0 LD 
 7006537401184000  2303832414 -5873373470 -2775690144-25345453107 22553429327-68918520993      0      0  -3000    0 LD 
 7006537431184000  2226706228 -5802354045 -2980883013-26065664146 24788983763-67864244640      0      0  -3000    0 LD 
 7006537461184000  2147476800 -5724664089 -3182801341-26747505908 27000018090-66735700685      0      0  -3000    0 LD 
 7006537491184000  2066260182 -5640381035 -3381224232-27390359791 29183955010-65534174167      0      0  -3000    0 LD 
 7006537521184000  1983174195 -5549590002 -3575934765-27993662024 31338249650-64261029634      0      0  -3000    0 LD 
 7006537551184000  1898338272 -5452383691 -3766720231-28556904330 33460391928-62917708409      0      0  -3000    0 LD 
 7006537581184000  1811873283 -5348862277 -3953372353-29079634730 35547908842-61505726292      0      0  -3000    0 LD 
 7006537611184000  1723901373 -5239133298 -4135687513-29561457332 37598366477-60026671663      0      0  -3000    0 LD 
 7006537641184000  1634545789 -5123311531 -4313466968-30002032022 39609372776-58482204482      0      0  -2000    0 LD 
 7006537671184000  1543930715 -5001518862 -4486517055-30401074805 41578580872-56874054001      0      0  -2000    0 LD 
 7006537701184000  1452181101 -4873884145 -4654649402-30758357928 43503691305-55204016073      0      0  -2000    0 LD 
 7006537731184000  1359422500 -4740543063 -4817681122-31073709603 45382454466-53473951429      0      0  -2000    0 LD 
 7006537761184000  1265780893 -4601637965 -4975435005-31347013647 47212673434-51685783536      0      0  -2000    0 LD 
 7006537791184000  1171382529 -4457317710 -5127739702-31578209291 48992206341-49841496391      0      0  -2000    0 LD 
 7006537821184000  1076353753 -4307737499 -5274429905-31767291282 50718969026-47943132051      0      0  -2000    0 WD 
 7006537851184000   980820847 -4153058693 -5415346513-31914309530 52390937287-45992787518      0      0  -2000    0 WD 
 7006537881184000   884909857 -3993448634 -5550336797-32019368365 54006148693-43992612212      0      0  -2000    0 WD 
 7006537911184000   788746439 -3829080458 -5679254553-32082625846 55562704708-41944805626      0      0  -2000    0 WD 
 7006537941184000   692455694 -3660132896 -5801960245-32104293075 57058772447-39851614812      0      0  -2000    0 WD 
 7006537971184000   596162009 -3486790079 -5918321149-32084633692 58492586284-37715332075      0      0  -1000    0 WD 
 7006538001184000   499988905 -3309241331 -6028211480-32023963222 59862449877-35538292571      0      0  -1000    0 WD 
 7006538031184000   404058876 -3127680958 -6131512521-31922648189 61166737955-33322871650      0      0  -1000    0 WD 
 7006538061184000   308493245 -2942308034 -6228112740-31781105250 62403897810-31071482399      0      0  -1000    0 WD 
 7006538091184000   213412008 -2753326180 -6317907895-31599800243 63572451004-28786573234      0      0  -1000    0 WD 
 7006538121184000   118933693 -2560943340 -6400801140-31379247218 64670995020-26470625124      0      0  -1000    0 WD 
 7006538151184000    25175213 -2365371548 -6476703116-31120007634 65698204414-24126148710      0      0  -1000    0 WD 
 7006538181184000   -67748272 -2166826698 -6545532040-30822689249 66652831628-21755681640      0      0  -1000    0 WD 
 7006538211184000  -159723494 -1965528312 -6607213778-30487944435 67533707736-19361786788      0      0  -1000    0 LD 
 7006538241184000  -250639207 -1761699294 -6661681919-30116469032 68339744391-16947050951      0      0      0    0 LD 
 7006538271184000  -340386315 -1555565693 -6708877849-29709001740 69069936266-14514081483      0      0      0    0 WD 
 7006538301184000  -428858004 -1347356446 -6748750798-29266322775 69723361464-12065502282      0      0      0    0 WD 
 7006538331184000  -515949859 -1137303132 -6781257891-28789252415 70299181518 -9603951749      0      0      0    0 WD 
 7006538361184000  -601559986  -925639718 -6806364188-28278650122 70796642780 -7132080824      0      0      0    0 WD 
 7006538391184000  -685589125  -712602305 -6824042716-27735413645 71215077699 -4652549670      0      0      0    0 WD 
 7006538421184000  -767940767  -498428863 -6834274492-27160477675 71553904855 -2168024224      0      0      0    0 WD 
 7006538451184000  -848521260  -283358982 -6837048536-26554812153 71812628432   318826010      0      0      0    0 WA 
 7006538481184000  -927239913   -67633609 -6832361883-25919420771 71990838454  2805329135      0      0      0    0 WA 
 7006538511184000 -1004009094   148505210 -6820219581-25255339772 72088212113  5288812320      0      0      0    0 WA 
 7006538541184000 -1078744328   364814591 -6800634700-24563636608 72104515455  7766604180      0      0      0    0 LA 
 7006538571184000 -1151364388   581051085 -6773628314-23845408290 72039605008 10236038172      0      0      0    0 LA 
 7006538601184000 -1221791377   796970951 -6739229486-23101779500 71893428308 12694457178      0      0      0    0 LA 
 7006538631184000 -1289950814  1012330423 -6697475231-22333900959 71666021921 15139217426      0      0      0    0 LA 
 7006538661184000 -1355771707  1226885974 -6648410471-21542948210 71357509312 17567689186      0      0      0    0 LA 
 7006538691184000 -1419186627  1440394581 -6592088000-20730120292 70968101747 19977256615      0      0      0    0 LA 
 7006538721184000 -1480131774  1652613987 -6528568436-19896637911 70498100054 22365319719      0      0      0    0 LA 
 7006538751184000 -1538547041  1863302975 -6457920168-19043742099 69947895358 24729297085      0      0   1000    0 LA 
 7006538781184000 -1594376073  2072221635 -6380219300-18172693524 69317969843 27066629206      0      0   1000    0 LA 
 7006538811184000 -1647566328  2279131644 -6295549573-17284771182 68608896889 29374782490      0      0   1000    0 WA 
 7006538841184000 -1698069121  2483796530 -6204002289-16381270260 67821340319 31651252959      0      0   1000    0 WA 
 7006538871184000 -1745839679  2685981952 -6105676210-15463499435 66956052683 33893569451      0      0   1000    0 WA 
 7006538901184000 -1790837167  2885455952 -6000677464-14532778403 66013873267 36099294716      0      0   1000    0 WA 
 7006538931184000 -1833024728  3081989223 -5889119438-13590436833 64995728265 38266025558      0      0   1000    0 WA 
 7006538961184000 -1872369507  3275355367 -5771122673-12637813847 63902632032 40391395395      0      0   1000    0 WA 
 7006538991184000 -1908842677  3465331163 -5646814754-11676256520 62735686857 42473078248      0      0   1000    0 WA 
 7006539021184000 -1942419464  3651696825 -5516330175-10707117772 61496081606 44508791888      0      0   2000    0 WA 
 7006539051184000 -1973079159  3834236264 -5379810210 -9731754532 60185090543 46496300131      0      0   2000    0 WA 
 7006539081184000 -2000805126  4012737339 -5237402769 -8751526121 58804072546 48433415273      0      0   2000    0 WA 
 7006539111184000 -2025584811  4186992112 -5089262249 -7767792490 57354470140 50318000972      0      0   2000    0 WA 
 7006539141184000 -2047409735  4356797097 -4935549376 -6781912266 55837807982 52147975048      0      0   2000    0 WA 
 7006539171184000 -2066275493  4521953503 -4776431038 -5795240806 54255691212 53921311874      0      0   2000    0 WA 
 7006539201184000 -2082181739  4682267471 -4612080111 -4809128404 52609803863 55636044634      0      0   2000    0 WA 
 7006539231184000 -2095132166  4837550314 -4442675282 -3824918615 50901907219 57290267543      0      0   2000    0 WA 
 7006539261184000 -2105134489  4987618740 -4268400861 -2843946687 49133838150 58882138086      0      0   2000    0 WA 
 7006539291184000 -2112200410  5132295079 -4089446585 -1867537837 47307507177 60409879522      0      0   2000    0 WA 
 7006539321184000 -2116345592  5271407500 -3906007424  -897004808 45424895842 61871782669      0      0   2000    0 WA 
 7006539351184000 -2117589613  5404790222 -3718283371    66354179 43488055488 63266206521      0      0   3000    0 WA 
 7006539381184000 -2115955924  5532283722 -3526479237  1021256430 41499106689 64591581122      0      0   3000    0 WA 
 7006539411184000 -2111471798  5653734939 -3330804431  1966436345 39460236006 65846410851      0      0   3000    0 WA 
 7006539441184000 -2104168276  5768997464 -3131472739  2900647366 37373693124 67029275318      0      0   3000    0 WA 
 7006539471184000 -2094080109  5877931735 -2928702091  3822663519 35241789807 68138830954      0      0   3000    0 WA 
 7006539501184000 -2081245694  5980405213 -2722714329  4731280758 33066898010 69173814114      0      0   3000    0 WA 
 7006539531184000 -2065707005  6076292561 -2513734962  5625318294 30851446240 70133044040      0      0   3000    0 WA 
 7006539561184000 -2047509521  6165475810 -2301992917  6503620428 28597915608 71015424194      0      0   3000    0 WA 
